KeyParamGroup	KeyGroup	ParamGroup	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	FlipAngle	HasFieldmap	ImageOrientation	KeyGroupCount	Modality	NSliceTimes	NumVolumes	Obliquity	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3	FilePath
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest099/ses-1/anat/sub-colornest099_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest100/ses-1/anat/sub-colornest100_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest101/ses-1/anat/sub-colornest101_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest103/ses-1/anat/sub-colornest103_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest104/ses-1/anat/sub-colornest104_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest105/ses-1/anat/sub-colornest105_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest106/ses-1/anat/sub-colornest106_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest107/ses-1/anat/sub-colornest107_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest108/ses-1/anat/sub-colornest108_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest110/ses-1/anat/sub-colornest110_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest121/ses-1/anat/sub-colornest121_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest111/ses-1/anat/sub-colornest111_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest112/ses-1/anat/sub-colornest112_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest113/ses-1/anat/sub-colornest113_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest115/ses-1/anat/sub-colornest115_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest116/ses-1/anat/sub-colornest116_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest117/ses-1/anat/sub-colornest117_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest118/ses-1/anat/sub-colornest118_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest119/ses-1/anat/sub-colornest119_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest120/ses-1/anat/sub-colornest120_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest146/ses-1/anat/sub-colornest146_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest148/ses-1/anat/sub-colornest148_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest002/ses-1/anat/sub-colornest002_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest183/ses-1/anat/sub-colornest183_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest174/ses-1/anat/sub-colornest174_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest175/ses-1/anat/sub-colornest175_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest176/ses-1/anat/sub-colornest176_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest177/ses-1/anat/sub-colornest177_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest178/ses-1/anat/sub-colornest178_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest179/ses-1/anat/sub-colornest179_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest180/ses-1/anat/sub-colornest180_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest181/ses-1/anat/sub-colornest181_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest182/ses-1/anat/sub-colornest182_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest184/ses-1/anat/sub-colornest184_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest172/ses-1/anat/sub-colornest172_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest185/ses-1/anat/sub-colornest185_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest186/ses-1/anat/sub-colornest186_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest187/ses-1/anat/sub-colornest187_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest188/ses-1/anat/sub-colornest188_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest190/ses-1/anat/sub-colornest190_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest191/ses-1/anat/sub-colornest191_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest192/ses-1/anat/sub-colornest192_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest193/ses-1/anat/sub-colornest193_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest194/ses-1/anat/sub-colornest194_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest173/ses-1/anat/sub-colornest173_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest171/ses-1/anat/sub-colornest171_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest149/ses-1/anat/sub-colornest149_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest159/ses-1/anat/sub-colornest159_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest150/ses-1/anat/sub-colornest150_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest151/ses-1/anat/sub-colornest151_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest152/ses-1/anat/sub-colornest152_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest153/ses-1/anat/sub-colornest153_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest154/ses-1/anat/sub-colornest154_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest155/ses-1/anat/sub-colornest155_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest156/ses-1/anat/sub-colornest156_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest157/ses-1/anat/sub-colornest157_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest158/ses-1/anat/sub-colornest158_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest160/ses-1/anat/sub-colornest160_ses-1_rec-refaced_T1w.nii.gz
datatype-anat_reconstruction-refaced_suffix-T1w__1	datatype-anat_reconstruction-refaced_suffix-T1w	1	190	176	256	256	0.00302		8	False	RAS+	190	anat	0	1.0	True	0.75		2.6		False	1.0	1.0	1.0	/sub-colornest170/ses-1/anat/sub-colornest170_ses-1_rec-refaced_T1w.nii.gz
